year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
2009,1,picnic_lower,3497.905015,5,4,Adult,F,up_valley,132,2324
2010,1,picnic_lower,NA,NA,5,Adult,F,up_valley,158,2324
2011,1,northpk,3615.164321,3,6,Adult,F,up_valley,113,2324
2012,1,picnic_upper,3617.825594,1,7,Adult,F,up_valley,135,2324
2013,0,picnic_lower,NA,NA,8,Adult,F,up_valley,146,2324
2006,0,picnic_lower,3590.280127,4,1,Yearling,M,up_valley,121,2325
2006,0,picnic_lower,2961.817918,5,1,Yearling,M,up_valley,121,2326
2007,1,river,3608.952889,10,1,Yearling,M,down_valley,152,2511
2008,0,river,3516.158521,4,2,Adult,M,down_valley,131,2511
2007,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,152,2552
1980,1,northpk,2321.66072,1,1,Yearling,F,up_valley,119,651
1981,1,northpk,NA,NA,2,Adult,F,up_valley,152,651
1982,0,northpk,2772.771433,2,3,Adult,F,up_valley,160,651
2007,0,bench,2976.960206,6,1,Yearling,F,down_valley,152,2476
2006,1,northpk,2886.729336,1,2,Adult,F,up_valley,121,4341
2007,1,mm,NA,NA,3,Adult,F,up_valley,152,4341
2008,1,northpk,3334.737313,11,4,Adult,F,up_valley,131,4341
2009,0,northpk,NA,NA,5,Adult,F,up_valley,132,4341
1991,1,picnic_lower,2452.635814,5,1,Yearling,M,up_valley,123,1394
1992,0,boulder,3862.674386,2,2,Adult,M,up_valley,156,1394
2007,0,horsemound,3339.464611,1,1,Yearling,F,down_valley,152,2496
2007,0,horsemound,4605.473316,4,1,Yearling,M,down_valley,152,2497
2006,0,gothictown,3048.027872,1,2,Adult,F,down_valley,121,4342
2007,0,bench,3895.325927,15,1,Yearling,M,down_valley,152,2526
2007,0,river,2979.765673,1,1,Yearling,F,down_valley,152,2400
2006,1,stonefield,2971.449866,1,2,Adult,F,up_valley,121,4343
2007,1,stonefield,3117.217979,6,3,Adult,F,up_valley,152,4343
2008,1,stonefield,3335.301767,1,4,Adult,F,up_valley,131,4343
2009,1,stonefield,3187.962386,1,5,Adult,F,up_valley,132,4343
2010,0,stonefield_main,2909.017319,5,6,Adult,F,up_valley,158,4343
2007,0,picnic_lower,3469.891271,5,1,Yearling,M,up_valley,152,2369
1977,0,cliff,4255.949463,1,1,Yearling,M,up_valley,155,546
1980,0,grasshopperledge,4642.7418,2,2,Adult,M,SATELLITE,119,4154
1991,0,gothictown,2744.279739,2,1,Yearling,F,down_valley,123,1347
2008,0,boulder,2692.129688,2,1,Yearling,F,up_valley,131,2615
1991,0,picnic_lower,3752.580282,1,2,Adult,M,up_valley,123,4255
2008,0,boulder,3174.580938,2,1,Yearling,M,up_valley,131,2616
2008,0,mm,3181.986004,1,1,Yearling,F,up_valley,131,2671
1991,1,falls,3391.60317,5,2,Adult,M,SATELLITE,123,4256
1992,0,rvbendwest,4539.069698,1,3,Adult,M,SATELLITE,156,4256
2008,0,mm,3495.945346,3,1,Yearling,M,up_valley,131,2672
2008,1,mm,NA,NA,1,Yearling,M,up_valley,131,2558
2009,0,mm,NA,NA,2,Adult,M,up_valley,132,2558
2008,1,boulder,2643.891894,8,1,Yearling,F,up_valley,131,2617
2009,1,boulder,3174.714833,1,2,Adult,F,up_valley,132,2617
2010,0,boulder,2847.167509,2,3,Adult,F,up_valley,158,2617
2009,1,river,NA,NA,1,Yearling,F,down_valley,132,2727
2010,0,river_southmound,2969.991128,1,2,Adult,F,down_valley,158,2727
2008,0,stonefield,NA,NA,1,Yearling,F,up_valley,131,2696
2008,0,picnic_lower,2938.774591,9,1,Yearling,F,up_valley,131,2589
2008,1,stonefield,NA,NA,1,Yearling,M,up_valley,131,2697
2009,0,stonefield_main,NA,NA,2,Adult,M,up_valley,132,2697
2008,1,boulder,3068.969502,3,1,Yearling,M,up_valley,131,2652
2009,0,boulder,NA,NA,2,Adult,M,up_valley,132,2652
1991,0,gothictown,2811.076431,2,1,Yearling,F,down_valley,123,1348
2007,1,bench,3797.95076,21,1,Yearling,M,down_valley,152,2520
2008,1,bench,4228.200962,10,2,Adult,M,down_valley,131,2520
2009,1,bench,NA,NA,3,Adult,M,down_valley,132,2520
2010,0,bench,NA,NA,4,Adult,M,down_valley,158,2520
1980,0,gothictown,4394.230205,1,2,Adult,M,down_valley,119,4155
2005,1,stonefield,3281.041756,2,2,Adult,M,up_valley,132,3939
2006,1,mm,4102.460297,2,3,Adult,M,up_valley,121,3939
2009,0,averycampground,4251.463998,1,6,Adult,M,SATELLITE,132,3939
1980,0,coppermeadow,3237.640378,1,2,Adult,F,SATELLITE,119,4156
2006,0,river,2573.302778,1,1,Yearling,F,down_valley,121,2345
2006,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,121,2362
2006,0,river_rivermound,NA,NA,1,Yearling,M,down_valley,121,2297
2006,1,picnic_lower,2653.809916,8,1,Yearling,F,up_valley,121,2318
2007,1,picnic_lower,3657.281062,4,2,Adult,F,up_valley,152,2318
2008,1,picnic_lower,2949.961784,5,3,Adult,F,up_valley,131,2318
2009,1,picnic_lower,3138.538188,4,4,Adult,F,up_valley,132,2318
2010,1,picnic_lower,3236.080727,2,5,Adult,F,up_valley,158,2318
2011,0,picnic_lower,2905.218999,2,6,Adult,F,up_valley,113,2318
1984,1,coppercreek,2489.1059,1,1,Yearling,F,SATELLITE,145,886
1985,0,coppermeadow,2914.516158,1,2,Adult,F,SATELLITE,149,886
2006,0,mm,3641.145845,3,1,Yearling,M,up_valley,121,2354
2006,0,picnic_upper,2904.319108,1,1,Yearling,F,up_valley,121,2306
2006,1,picnic_lower,3241.467655,2,1,Yearling,M,up_valley,121,2301
2007,0,picnic_upper,3910.228075,1,2,Adult,M,up_valley,152,2301
2006,0,picnic_lower,3380.65357,4,1,Yearling,M,up_valley,121,2302
1980,0,picnic,3406.147928,2,2,Adult,M,up_valley,119,4157
2006,0,picnic_lower,3304.674044,1,1,Yearling,M,up_valley,121,2303
2007,0,horsemound,4772.039519,1,1,Yearling,M,down_valley,152,2493
2006,1,picnic,2512.241457,10,1,Yearling,M,up_valley,121,2360
2007,1,picnic_upper,3559.608899,1,2,Adult,M,up_valley,152,2360
2008,0,picnic_middle,NA,NA,3,Adult,M,up_valley,131,2360
2007,0,river,NA,NA,1,Yearling,F,down_valley,152,2512
2007,0,river,3852.980873,5,1,Yearling,M,down_valley,152,2463
2006,1,picnic_lower,3376.649825,6,1,Yearling,M,up_valley,121,2304
2007,1,picnic_lower,4647.992695,11,2,Adult,M,up_valley,152,2304
2008,0,picnic_lower,4746.174226,9,3,Adult,M,up_valley,131,2304
2006,0,picnic_lower,3186.357557,5,1,Yearling,M,up_valley,121,2338
1981,1,gothictown,NA,NA,1,Yearling,F,down_valley,152,707
1982,1,gothictown,NA,NA,2,Adult,F,down_valley,160,707
1983,1,gothictown,3395.509177,2,3,Adult,F,down_valley,155,707
1984,1,gothictown,3684.892143,1,4,Adult,F,down_valley,145,707
1985,1,gothictown,3729.425735,2,5,Adult,F,down_valley,149,707
1986,1,gothictown,3968.559125,1,6,Adult,F,down_valley,132,707
1987,1,gothictown,3992.695984,1,7,Adult,F,down_valley,135,707
1988,0,gothictown,NA,NA,8,Adult,F,down_valley,132,707
1991,0,picnic_lower,1932.576282,2,1,Yearling,F,up_valley,123,1365
2006,1,mm,3156.865159,3,1,Yearling,F,up_valley,121,2357
2007,1,mm,3432.736517,7,2,Adult,F,up_valley,152,2357
2008,0,mm,4574.963353,4,3,Adult,F,up_valley,131,2357
2006,0,picnic_upper,NA,NA,1,Yearling,M,up_valley,121,2308
1981,0,cliff,2624.22363,1,1,Yearling,F,up_valley,152,732
2007,0,river,3139.905282,5,1,Yearling,F,down_valley,152,2514
1977,1,river,3797.433504,1,2,Adult,M,down_valley,155,4132
1978,1,river,4404.816268,1,3,Adult,M,down_valley,152,4132
1979,0,river,4827.69367,2,4,Adult,M,down_valley,158,4132
1981,0,cliff,2658.005413,3,1,Yearling,F,up_valley,152,733
2007,0,river,2862.08543,8,1,Yearling,F,down_valley,152,2515
2008,0,mm,2716.092875,1,1,Yearling,F,up_valley,131,2673
2007,1,northpk,4241.536563,1,2,Adult,F,up_valley,152,4352
2008,0,northpk,3577.864857,4,3,Adult,F,up_valley,131,4352
2008,1,stonefield,2987.055212,8,1,Yearling,M,up_valley,131,2626
2009,1,stonefield,NA,NA,2,Adult,M,up_valley,132,2626
2010,0,stonefield_south,NA,NA,3,Adult,M,up_valley,158,2626
2008,1,mm,2992.583118,2,1,Yearling,M,up_valley,131,2559
2009,0,mm,NA,NA,2,Adult,M,up_valley,132,2559
2008,0,stonefield,2837.823779,3,1,Yearling,F,up_valley,131,2563
1981,1,boulder,2512.239307,4,1,Yearling,F,up_valley,152,719
1982,1,boulder,2922.540897,2,2,Adult,F,up_valley,160,719
1983,1,boulder,2567.936705,1,3,Adult,F,up_valley,155,719
1984,1,boulder,2830.206166,3,4,Adult,F,up_valley,145,719
1985,1,boulder,3047.321505,3,5,Adult,F,up_valley,149,719
1986,1,boulder,3001.148313,1,6,Adult,F,up_valley,132,719
1987,1,boulder,3543.015822,7,7,Adult,F,up_valley,135,719
1988,0,boulder,3150.430667,2,8,Adult,F,up_valley,132,719
1990,1,picnic_middle,3200.642667,7,1,Yearling,M,up_valley,142,1294
1991,0,picnic_middle,NA,NA,2,Adult,M,up_valley,123,1294
2008,1,picnic_lower,NA,NA,1,Yearling,F,up_valley,131,2583
2009,0,picnic,NA,NA,2,Adult,F,up_valley,132,2583
2008,1,stonefield,2818.659516,4,1,Yearling,F,up_valley,131,2564
2009,0,stonefield,3368.710391,1,2,Adult,F,up_valley,132,2564
2009,0,horsemound,3246.334134,1,1,Yearling,F,down_valley,132,2820
1990,0,picnic_upper,2692.501443,2,1,Yearling,F,up_valley,142,1273
2009,1,gothictown,3811.756708,2,1,Yearling,M,down_valley,132,2771
2010,0,gothictown,4067.55373,1,2,Adult,M,down_valley,158,2771
2009,0,river,NA,NA,1,Yearling,F,down_valley,132,2805
2010,0,bench,4433.447537,9,1,Yearling,M,down_valley,158,2923
2009,0,river_rivermound,NA,NA,1,Yearling,F,down_valley,132,2783
1990,1,cliff,2354.888488,2,1,Yearling,F,up_valley,142,1308
1991,0,cliff,2822.757459,3,2,Adult,F,up_valley,123,1308
2009,0,picnic,NA,NA,1,Yearling,M,up_valley,132,2739
2010,1,gothictown,3706.09519,5,1,Yearling,F,down_valley,158,2891
2011,0,gothictown,4302.558261,3,2,Adult,F,down_valley,113,2891
2009,0,river,NA,NA,1,Yearling,M,down_valley,132,2804
2009,0,river,3126.771259,2,1,Yearling,F,down_valley,132,2784
2009,1,river,3128.57826,3,1,Yearling,F,down_valley,132,2801
2010,0,river_sprucemound,3243.675449,1,2,Adult,F,down_valley,158,2801
2009,1,river,NA,NA,1,Yearling,M,down_valley,132,2730
2010,0,river_sprucemound,NA,NA,2,Adult,M,down_valley,158,2730
2010,0,gothictown,3499.040219,5,1,Yearling,F,down_valley,158,2885
2014,0,gothictown,3756.494024,1,5,Adult,F,down_valley,127,2864
2013,0,river_rivermound,3322.349992,2,1,Yearling,F,down_valley,146,3173
1997,0,river,NA,NA,1,Yearling,M,down_valley,140,1681
1984,1,falls,3320.571493,2,2,Adult,M,SATELLITE,145,4190
1985,1,falls,3894.953129,3,3,Adult,M,SATELLITE,149,4190
1986,1,rvbendwest,4092.398073,2,4,Adult,M,SATELLITE,132,4190
1987,0,falls,4442.460735,2,5,Adult,M,SATELLITE,135,4190
1974,0,coppercreek,2994.374751,1,2,Adult,F,SATELLITE,157,396
1981,0,averycampground,NA,NA,1,Yearling,NA,SATELLITE,152,754
2009,1,mm,3047.364812,18,1,Yearling,F,up_valley,132,2717
2010,1,mm_maintalus,3148.546931,12,2,Adult,F,up_valley,158,2717
2011,0,mm_maintalus,3190.581076,2,3,Adult,F,up_valley,113,2717
2010,0,gothictown,4191.37557,2,1,Yearling,M,down_valley,158,2902
2009,0,mm,NA,NA,1,Yearling,M,up_valley,132,2798
2009,0,mm_aspen,NA,NA,1,Yearling,M,up_valley,132,2832
2010,1,river_southmound,3145.934349,5,1,Yearling,M,down_valley,158,2852
2011,1,river_rivermound,3959.470991,5,2,Adult,M,down_valley,113,2852
2012,1,bench,5737.978843,2,3,Adult,M,down_valley,135,2852
2013,1,river_rivermound,5788.284174,3,4,Adult,M,down_valley,146,2852
2014,0,river_rivermound,NA,NA,5,Adult,M,down_valley,127,2852
1997,0,bench,3551.796641,3,1,Yearling,M,down_valley,140,1624
2010,0,gothictown,3954.022711,2,1,Yearling,M,down_valley,158,2886
2010,0,gothictown,3520.97087,4,1,Yearling,F,down_valley,158,2903
2013,1,picnic_lower,3210.134513,3,1,Yearling,F,up_valley,146,3161
2014,1,picnic_lower,3267.694673,7,2,Adult,F,up_valley,127,3161
2015,1,picnic_lower,3539.531463,8,3,Adult,F,up_valley,138,3161
2016,1,picnic_lower,4086.688931,4,4,Adult,F,up_valley,144,3161
2017,1,picnic_lower,3878.480267,3,5,Adult,F,up_valley,125,3161
2018,1,picnic_lower,3968.002502,10,6,Adult,F,up_valley,157,3161
2019,1,picnic_lower,4126.573168,5,7,Adult,F,up_valley,128,3161
2010,0,river_rivermound,3897.863875,3,1,Yearling,M,down_valley,158,2908
1981,0,mm,2505.423532,5,1,Yearling,F,up_valley,152,744
1997,0,river,2457.730064,2,1,Yearling,F,down_valley,140,1677
2010,0,river_sprucemound,NA,NA,1,Yearling,M,down_valley,158,2861
1981,0,picnic_upper,2657.082361,3,1,Yearling,F,up_valley,152,689
2010,1,gothictown,2962.790783,8,1,Yearling,F,down_valley,158,2893
2011,0,gothictown,NA,NA,2,Adult,F,down_valley,113,2893
2010,0,bench,4415.156229,4,1,Yearling,M,down_valley,158,2865
2009,0,picnic_lower,2830.656405,1,1,Yearling,F,up_valley,132,2740
1997,0,river,3784.649881,1,1,Yearling,M,down_valley,140,1683
2010,0,horsemound,2865.798553,5,1,Yearling,F,down_valley,158,2945
1995,1,schofieldpass,NA,NA,1,Yearling,F,SATELLITE,140,1589
1997,0,schofieldpass,NA,NA,3,Adult,F,SATELLITE,140,1589
2010,0,gothictown,3079.663674,1,1,Yearling,F,down_valley,158,2985
1981,0,cliff,2934.321238,3,1,Yearling,M,up_valley,152,738
2010,0,river_rivermound,3753.077224,2,1,Yearling,M,down_valley,158,2909
2010,0,gothictown,4048.572608,1,1,Yearling,M,down_valley,158,2894
2010,0,gothictown,3492.766922,5,1,Yearling,M,down_valley,158,2882
2010,0,bench,3166.519155,7,1,Yearling,F,down_valley,158,2866
1974,1,coppermeadow,2943.377532,1,2,Adult,F,SATELLITE,157,397
1975,1,coppercreek,NA,NA,3,Adult,F,SATELLITE,135,397
1976,1,coppercreek,NA,NA,4,Adult,F,SATELLITE,116,397
1977,1,coppermeadow,3644.583624,1,5,Adult,F,SATELLITE,155,397
1978,1,coppermeadow,NA,NA,6,Adult,F,SATELLITE,152,397
1979,1,coppercreek,2838.656475,1,7,Adult,F,SATELLITE,158,397
1980,0,coppermeadow,2693.351288,3,8,Adult,F,SATELLITE,119,397
2010,0,gothictown,NA,NA,1,Yearling,M,down_valley,158,2887
1991,0,mm,2872.990998,4,1,Yearling,M,up_valley,123,1344
2018,1,gothictown,4210.54652,6,1,Yearling,M,down_valley,157,3647
2019,1,coppercreek,4528.216115,2,2,Adult,M,SATELLITE,128,3647
1991,0,beavertalus,2845.765127,2,1,Yearling,M,SATELLITE,123,1398
2009,1,river,3604.807778,5,1,Yearling,M,down_valley,132,2785
2010,1,horsemound,4800.463177,1,2,Adult,M,down_valley,158,2785
2011,0,horsemound,5359.28445,5,3,Adult,M,down_valley,113,2785
1991,0,gothictown,2657.97143,2,1,Yearling,F,down_valley,123,1349
2009,0,river,NA,NA,1,Yearling,M,down_valley,132,2813
2009,1,river,2977.788857,2,1,Yearling,F,down_valley,132,2728
2010,0,river_sprucemound,NA,NA,2,Adult,F,down_valley,158,2728
2009,0,mm,NA,NA,1,Yearling,M,up_valley,132,2718
2010,1,bench,4050.634968,3,2,Adult,M,down_valley,158,4360
2011,1,bench,4509.33582,5,3,Adult,M,down_valley,113,4360
2012,0,bench,NA,NA,4,Adult,M,down_valley,135,4360
2010,1,river_sprucemound,3834.113034,4,1,Yearling,M,down_valley,158,2937
2011,0,river_rivermound,4599.808857,4,2,Adult,M,down_valley,113,2937
1989,1,gothictown,2821.943165,1,2,Adult,F,down_valley,138,4233
1990,0,gothictown,3295.667743,2,3,Adult,F,down_valley,142,4233
2010,0,gothictown,2809.051615,2,1,Yearling,M,down_valley,158,2874
2011,0,northpk,2627.89409,4,1,Yearling,M,up_valley,113,3074
1991,0,falls,NA,NA,1,Yearling,F,SATELLITE,123,1380
2013,0,avalanche,NA,NA,1,Yearling,F,down_valley,146,3240
2012,1,gothictown,2797.285717,1,1,Yearling,F,down_valley,135,3145
2013,1,gothictown,2708.479029,3,2,Adult,F,down_valley,146,3145
2014,1,gothictown,3310.235219,9,3,Adult,F,down_valley,127,3145
2015,0,gothictown,NA,NA,4,Adult,F,down_valley,138,3145
1990,0,falls,2543.996972,2,1,Yearling,F,SATELLITE,142,1266
2011,0,stonefield_main,NA,NA,1,Yearling,F,up_valley,113,3092
2011,1,picnic_lower,2746.199363,1,1,Yearling,F,up_valley,113,3079
2012,1,picnic_middle,4017.1775,8,2,Adult,F,up_valley,135,3079
2013,1,picnic_middle,3493.028748,6,3,Adult,F,up_valley,146,3079
2014,1,picnic_upper,3486.08904,5,4,Adult,F,up_valley,127,3079
2015,0,picnic_upper,3841.498162,2,5,Adult,F,up_valley,138,3079
2011,0,stonefield_main,NA,NA,1,Yearling,M,up_valley,113,3093
1981,0,rvannex,2686.130879,1,1,Yearling,F,down_valley,152,755
1990,0,mm,2679.456531,3,1,Yearling,F,up_valley,142,1257
2011,1,stonefield_main,NA,NA,1,Yearling,M,up_valley,113,3094
2012,0,stonefield_main,NA,NA,2,Adult,M,up_valley,135,3094
2011,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,113,3101
2011,0,northpk,2972.640642,1,1,Yearling,M,up_valley,113,3075
2011,1,northpk,2876.298482,1,1,Yearling,F,up_valley,113,3076
2013,0,northpk,3568.848312,1,3,Adult,F,up_valley,146,3076
2011,1,mm_aspen,2971.796612,7,1,Yearling,F,up_valley,113,3070
2012,1,mm_maintalus,3121.765308,6,2,Adult,F,up_valley,135,3070
2013,1,mm_aspen,3434.539474,3,3,Adult,F,up_valley,146,3070
2014,1,mm_aspen,3577.721844,4,4,Adult,F,up_valley,127,3070
2015,1,mm_aspen,3803.988529,1,5,Adult,F,up_valley,138,3070
2016,1,mm_aspen,3803.656085,1,6,Adult,F,up_valley,144,3070
2017,1,mm_maintalus,4011.785784,1,7,Adult,F,up_valley,125,3070
2018,1,mm_maintalus,3983.362131,2,8,Adult,F,up_valley,157,3070
2019,1,mm_maintalus,4307.531283,2,9,Adult,F,up_valley,128,3070
2011,1,mm_aspen,3350.698715,9,1,Yearling,M,up_valley,113,3064
2012,0,mm_aspen,5028.39828,2,2,Adult,M,up_valley,135,3064
1982,1,northpk,2349.692545,2,1,Yearling,F,up_valley,160,784
1983,0,northpk,NA,NA,2,Adult,F,up_valley,155,784
1990,0,picnic_middle,2698.15072,5,1,Yearling,M,up_valley,142,1295
2010,0,stonefield,2857.277503,1,2,Adult,M,up_valley,158,4361
2011,1,river_southmound,3034.848175,9,1,Yearling,F,down_valley,113,3043
2012,1,river_rivermound,3846.246627,2,2,Adult,F,down_valley,135,3043
2014,1,river_southmound,4282.813413,7,4,Adult,F,down_valley,127,3043
2015,1,river_southmound,4384.017217,10,5,Adult,F,down_valley,138,3043
2016,1,river_southmound,5046.611274,5,6,Adult,F,down_valley,144,3043
2017,0,river_sprucemound,NA,NA,7,Adult,F,down_valley,125,3043
1990,0,picnic_middle,3055.343406,2,1,Yearling,M,up_valley,142,1296
1981,1,rvannex,4449.611848,2,2,Adult,M,down_valley,152,4158
1982,1,river,5013.706111,1,3,Adult,M,down_valley,160,4158
1983,0,river,5175.950254,2,4,Adult,M,down_valley,155,4158
2010,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,158,2971
2010,0,picnic_upper,4133.626563,1,2,Adult,M,up_valley,158,4362
1990,0,gothictown,3208.720036,1,2,Adult,F,down_valley,142,4240
1982,0,picnic_upper,3440.59099,9,1,Yearling,M,up_valley,160,771
2010,0,gothictown,3506.434969,2,1,Yearling,F,down_valley,158,2986
2009,1,mm,4080.939684,1,2,Adult,M,up_valley,132,4357
2010,0,mm_maintalus,NA,NA,3,Adult,M,up_valley,158,4357
2010,1,mm,5124.942557,9,2,Adult,M,up_valley,158,4363
2011,0,mm_aspen,NA,NA,3,Adult,M,up_valley,113,4363
2010,0,picnic_lower,3348.61709,4,1,Yearling,M,up_valley,158,2898
2010,0,picnic_upper,2866.800104,4,1,Yearling,F,up_valley,158,2942
2010,1,picnic_upper,2747.06509,3,1,Yearling,M,up_valley,158,2981
2011,0,cliff_upper,4071.324734,4,2,Adult,M,up_valley,113,2981
2011,0,mm_maintalus,3074.524671,6,1,Yearling,M,up_valley,113,3071
2011,1,boulder,3048.208573,7,1,Yearling,F,up_valley,113,3035
2012,0,boulder,3252.557389,8,2,Adult,F,up_valley,135,3035
1991,1,falls,2617.211486,1,1,Yearling,F,SATELLITE,123,1381
1992,0,rvbend,2624.496849,1,2,Adult,F,down_valley,156,1381
2011,1,mm_aspen,3054.020496,12,1,Yearling,F,up_valley,113,3062
2012,1,mm_aspen,3336.701998,22,2,Adult,F,up_valley,135,3062
2013,0,mm_maintalus,NA,NA,3,Adult,F,up_valley,146,3062
2011,0,mm_aspen,NA,NA,1,Yearling,F,up_valley,113,3066
1981,0,mmannex,3931.096591,1,2,Adult,M,SATELLITE,152,4159
2012,0,avalanche,2900.731265,1,2,Adult,F,down_valley,135,4372
2013,0,avalanche,3266.003965,5,1,Yearling,F,down_valley,146,3234
1990,0,picnic_upper,NA,NA,2,Adult,M,up_valley,142,4241
2012,0,stonefield_main,3759.250945,1,2,Adult,M,up_valley,135,4373
1981,1,beavertalus,2999.444369,1,2,Adult,F,SATELLITE,152,4160
1982,1,beavertalus,NA,NA,3,Adult,F,SATELLITE,160,4160
1983,1,beavertalus,NA,NA,4,Adult,F,SATELLITE,155,4160
1984,0,beavertalus,NA,NA,5,Adult,F,SATELLITE,145,4160
1991,1,river,2722.162483,12,1,Yearling,F,down_valley,123,1375
1992,0,river,3437.998493,3,2,Adult,F,down_valley,156,1375
2013,1,mm_maintalus,3275.117543,11,1,Yearling,F,up_valley,146,3248
2014,0,mm_maintalus,NA,NA,2,Adult,F,up_valley,127,3248
2011,1,mm_aspen,2813.399266,8,1,Yearling,F,up_valley,113,3063
2012,1,mm_aspen,3785.778877,7,2,Adult,F,up_valley,135,3063
2013,0,mm_maintalus,NA,NA,3,Adult,F,up_valley,146,3063
2011,1,mm_maintalus,3222.121057,6,1,Yearling,M,up_valley,113,3112
2012,0,mm_maintalus,NA,NA,2,Adult,M,up_valley,135,3112
1990,0,picnic_upper,2892.037297,1,1,Yearling,M,up_valley,142,1271
2011,1,mm_aspen,3418.319956,12,1,Yearling,F,up_valley,113,3067
2012,1,mm_aspen,3581.326932,20,2,Adult,F,up_valley,135,3067
2013,0,mm_maintalus,NA,NA,3,Adult,F,up_valley,146,3067
2012,0,bench,NA,NA,2,Adult,M,down_valley,135,4374
1991,1,mm,3009.992823,2,1,Yearling,M,up_valley,123,1345
1992,0,beavertalus,4251.547985,2,2,Adult,M,SATELLITE,156,1345
2015,0,stonefield_main,NA,NA,1,Yearling,F,up_valley,138,3415
2013,0,gothictown,2939.888982,1,1,Yearling,M,down_valley,146,3250
2015,0,boulder,3217.059295,3,1,Yearling,F,up_valley,138,3379
1982,0,picnic_upper,2481.554025,8,1,Yearling,F,up_valley,160,767
1991,1,river,3182.961249,8,1,Yearling,M,down_valley,123,1376
1992,1,river,4377.715964,4,2,Adult,M,down_valley,156,1376
1993,1,kylecabin,NA,NA,3,Adult,M,SATELLITE,140,1376
1994,1,river,NA,NA,4,Adult,M,down_valley,170,1376
1995,0,falls,NA,NA,5,Adult,M,SATELLITE,140,1376
2015,1,gothictown,NA,NA,1,Yearling,F,down_valley,138,3381
2016,1,gothictown,2823.807069,5,2,Adult,F,down_valley,144,3381
2017,1,gothictown,3193.129172,5,3,Adult,F,down_valley,125,3381
2018,1,gothictown,3321.909365,2,4,Adult,F,down_valley,157,3381
2019,1,gothictown,3676.293778,4,5,Adult,F,down_valley,128,3381
2016,0,gothictown,NA,NA,1,Yearling,F,down_valley,144,3481
2016,0,stonefield_main,3145.487011,2,2,Adult,F,up_valley,144,3416
2019,0,mm_maintalus,NA,NA,1,Yearling,F,up_valley,128,3676
2016,0,gothictown,3705.564415,1,1,Yearling,M,down_valley,144,3474
2014,0,picnic_middle,2856.650054,5,1,Yearling,F,up_valley,127,3280
2014,0,picnic_lower,2825.907993,2,1,Yearling,M,up_valley,127,3296
2014,1,picnic_lower,2745.672649,3,1,Yearling,F,up_valley,127,3297
2015,1,picnic_lower,2546.375288,8,2,Adult,F,up_valley,138,3297
2016,1,picnic_lower,3409.707118,5,3,Adult,F,up_valley,144,3297
2017,0,picnic_lower,3415.246372,7,4,Adult,F,up_valley,125,3297
1981,1,picnic_middle,3843.031659,1,2,Adult,M,up_valley,152,4161
1982,0,picnic_upper,4367.254528,3,3,Adult,M,up_valley,160,4161
